Province,City,Year,Month,PMTen
Seoul,Seoul,2011,1,44
Seoul,Seoul,2011,2,75
Seoul,Seoul,2011,3,65
Seoul,Seoul,2011,4,56
Seoul,Seoul,2011,5,72
Seoul,Seoul,2011,6,44
Seoul,Seoul,2011,7,28
Seoul,Seoul,2011,8,27
Seoul,Seoul,2011,9,29
Seoul,Seoul,2011,10,42
Seoul,Seoul,2011,11,38
Seoul,Seoul,2011,12,46
Seoul,Seoul,2012,1,60
Seoul,Seoul,2012,2,50
Seoul,Seoul,2012,3,46
Seoul,Seoul,2012,4,51
Seoul,Seoul,2012,5,52
Seoul,Seoul,2012,6,40
Seoul,Seoul,2012,7,28
Seoul,Seoul,2012,8,22
Seoul,Seoul,2012,9,27
Seoul,Seoul,2012,10,33
Seoul,Seoul,2012,11,42
Seoul,Seoul,2012,12,41
Seoul,Seoul,2013,1,64
Seoul,Seoul,2013,2,45
Seoul,Seoul,2013,3,55
Seoul,Seoul,2013,4,52
Seoul,Seoul,2013,5,55
Seoul,Seoul,2013,6,40
Seoul,Seoul,2013,7,34
Seoul,Seoul,2013,8,35
Seoul,Seoul,2013,9,28
Seoul,Seoul,2013,10,29
Seoul,Seoul,2013,11,42
Seoul,Seoul,2013,12,55
Seoul,Seoul,2014,1,57
Seoul,Seoul,2014,2,57
Seoul,Seoul,2014,3,60
Seoul,Seoul,2014,4,58
Seoul,Seoul,2014,5,63
Seoul,Seoul,2014,6,38
Seoul,Seoul,2014,7,38
Seoul,Seoul,2014,8,29
Seoul,Seoul,2014,9,29
Seoul,Seoul,2014,10,33
Seoul,Seoul,2014,11,45
Seoul,Seoul,2014,12,44
Seoul,Seoul,2015,1,49
Seoul,Seoul,2015,2,84
Seoul,Seoul,2015,3,71
Seoul,Seoul,2015,4,45
Seoul,Seoul,2015,5,45
Seoul,Seoul,2015,6,35
Seoul,Seoul,2015,7,30
Seoul,Seoul,2015,8,34
Seoul,Seoul,2015,9,28
Seoul,Seoul,2015,10,44
Seoul,Seoul,2015,11,33
Seoul,Seoul,2015,12,48
Seoul,Seoul,2016,1,50
Seoul,Seoul,2016,2,45
Seoul,Seoul,2016,3,64
Seoul,Seoul,2016,4,71
Seoul,Seoul,2016,5,56
Seoul,Seoul,2016,6,46
Seoul,Seoul,2016,7,33
Seoul,Seoul,2016,8,34
Seoul,Seoul,2016,9,37
Seoul,Seoul,2016,10,38
Seoul,Seoul,2016,11,52
Seoul,Seoul,2016,12,48
Seoul,Seoul,2017,1,53
Seoul,Seoul,2017,2,46
Seoul,Seoul,2017,3,60
Seoul,Seoul,2017,4,56
Seoul,Seoul,2017,5,63
Seoul,Seoul,2017,6,41
Seoul,Seoul,2017,7,33
Seoul,Seoul,2017,8,21
Seoul,Seoul,2017,9,32
Seoul,Seoul,2017,10,29
Seoul,Seoul,2017,11,42
Seoul,Seoul,2017,12,50
Seoul,Seoul,2018,1,52
Seoul,Seoul,2018,2,53
Seoul,Seoul,2018,3,52
Seoul,Seoul,2018,4,52
Seoul,Seoul,2018,5,42
Seoul,Seoul,2018,6,37
Seoul,Seoul,2018,7,24
Seoul,Seoul,2018,8,22
Seoul,Seoul,2018,9,20
Seoul,Seoul,2018,10,28
Seoul,Seoul,2018,11,52
Seoul,Seoul,2018,12,43
Seoul,Seoul,2019,1,66
Seoul,Seoul,2019,2,57
Seoul,Seoul,2019,3,69
Seoul,Seoul,2019,4,41
Seoul,Seoul,2019,5,52
Seoul,Seoul,2019,6,29
Seoul,Seoul,2019,7,26
Seoul,Seoul,2019,8,25
Seoul,Seoul,2019,9,21
Seoul,Seoul,2019,10,31
Seoul,Seoul,2019,11,40
Seoul,Seoul,2019,12,42
Seoul,Seoul,2020,1,42
Seoul,Seoul,2020,2,41
Seoul,Seoul,2020,3,45
Seoul,Seoul,2020,4,44
Seoul,Seoul,2020,5,35
Busan,Busan,2011,1,38
Busan,Busan,2011,2,57
Busan,Busan,2011,3,58
Busan,Busan,2011,4,56
Busan,Busan,2011,5,76
Busan,Busan,2011,6,52
Busan,Busan,2011,7,41
Busan,Busan,2011,8,35
Busan,Busan,2011,9,33
Busan,Busan,2011,10,43
Busan,Busan,2011,11,41
Busan,Busan,2011,12,41
Busan,Busan,2012,1,45
Busan,Busan,2012,2,46
Busan,Busan,2012,3,47
Busan,Busan,2012,4,53
Busan,Busan,2012,5,58
Busan,Busan,2012,6,38
Busan,Busan,2012,7,40
Busan,Busan,2012,8,34
Busan,Busan,2012,9,35
Busan,Busan,2012,10,42
Busan,Busan,2012,11,47
Busan,Busan,2012,12,36
Busan,Busan,2013,1,56
Busan,Busan,2013,2,47
Busan,Busan,2013,3,66
Busan,Busan,2013,4,49
Busan,Busan,2013,5,62
Busan,Busan,2013,6,47
Busan,Busan,2013,7,47
Busan,Busan,2013,8,47
Busan,Busan,2013,9,33
Busan,Busan,2013,10,38
Busan,Busan,2013,11,43
Busan,Busan,2013,12,47
Busan,Busan,2014,1,57
Busan,Busan,2014,2,45
Busan,Busan,2014,3,50
Busan,Busan,2014,4,53
Busan,Busan,2014,5,71
Busan,Busan,2014,6,54
Busan,Busan,2014,7,48
Busan,Busan,2014,8,36
Busan,Busan,2014,9,39
Busan,Busan,2014,10,39
Busan,Busan,2014,11,47
Busan,Busan,2014,12,42
Busan,Busan,2015,1,47
Busan,Busan,2015,2,63
Busan,Busan,2015,3,56
Busan,Busan,2015,4,48
Busan,Busan,2015,5,56
Busan,Busan,2015,6,49
Busan,Busan,2015,7,37*
Busan,Busan,2015,8,39*
Busan,Busan,2015,9,29*
Busan,Busan,2015,10,43*
Busan,Busan,2015,11,33
Busan,Busan,2015,12,41
Busan,Busan,2016,1,45
Busan,Busan,2016,2,46
Busan,Busan,2016,3,52
Busan,Busan,2016,4,60
Busan,Busan,2016,5,53
Busan,Busan,2016,6,39
Busan,Busan,2016,7,29
Busan,Busan,2016,8,36
Busan,Busan,2016,9,36
Busan,Busan,2016,10,37
Busan,Busan,2016,11,49
Busan,Busan,2016,12,44
Busan,Busan,2017,1,45
Busan,Busan,2017,2,42
Busan,Busan,2017,3,52
Busan,Busan,2017,4,54
Busan,Busan,2017,5,58
Busan,Busan,2017,6,42
Busan,Busan,2017,7,37
Busan,Busan,2017,8,28
Busan,Busan,2017,9,39
Busan,Busan,2017,10,32
Busan,Busan,2017,11,50
Busan,Busan,2017,12,46
Busan,Busan,2018,1,45
Busan,Busan,2018,2,52
Busan,Busan,2018,3,44
Busan,Busan,2018,4,63
Busan,Busan,2018,5,44
Busan,Busan,2018,6,41
Busan,Busan,2018,7,37
Busan,Busan,2018,8,28
Busan,Busan,2018,9,26
Busan,Busan,2018,10,32
Busan,Busan,2018,11,47
Busan,Busan,2018,12,40
Busan,Busan,2019,1,48
Busan,Busan,2019,2,48
Busan,Busan,2019,3,51
Busan,Busan,2019,4,40
Busan,Busan,2019,5,47
Busan,Busan,2019,6,32
Busan,Busan,2019,7,26
Busan,Busan,2019,8,30
Busan,Busan,2019,9,24
Busan,Busan,2019,10,27
Busan,Busan,2019,11,35
Busan,Busan,2019,12,35
Busan,Busan,2020,1,32
Busan,Busan,2020,2,34
Busan,Busan,2020,3,33
Busan,Busan,2020,4,36
Busan,Busan,2020,5,32
Daegu,Daegu,2011,1,41
Daegu,Daegu,2011,2,65
Daegu,Daegu,2011,3,58
Daegu,Daegu,2011,4,51
Daegu,Daegu,2011,5,66
Daegu,Daegu,2011,6,46
Daegu,Daegu,2011,7,35
Daegu,Daegu,2011,8,32
Daegu,Daegu,2011,9,32
Daegu,Daegu,2011,10,44
Daegu,Daegu,2011,11,47
Daegu,Daegu,2011,12,43
Daegu,Daegu,2012,1,51
Daegu,Daegu,2012,2,49
Daegu,Daegu,2012,3,48
Daegu,Daegu,2012,4,50
Daegu,Daegu,2012,5,49
Daegu,Daegu,2012,6,37
Daegu,Daegu,2012,7,34
Daegu,Daegu,2012,8,27
Daegu,Daegu,2012,9,31
Daegu,Daegu,2012,10,43
Daegu,Daegu,2012,11,48
Daegu,Daegu,2012,12,43
Daegu,Daegu,2013,1,65
Daegu,Daegu,2013,2,50
Daegu,Daegu,2013,3,60
Daegu,Daegu,2013,4,45
Daegu,Daegu,2013,5,52
Daegu,Daegu,2013,6,44
Daegu,Daegu,2013,7,32
Daegu,Daegu,2013,8,39
Daegu,Daegu,2013,9,31
Daegu,Daegu,2013,10,35
Daegu,Daegu,2013,11,42
Daegu,Daegu,2013,12,48
Daegu,Daegu,2014,1,60
Daegu,Daegu,2014,2,50
Daegu,Daegu,2014,3,50
Daegu,Daegu,2014,4,53
Daegu,Daegu,2014,5,60
Daegu,Daegu,2014,6,42
Daegu,Daegu,2014,7,38
Daegu,Daegu,2014,8,27
Daegu,Daegu,2014,9,33
Daegu,Daegu,2014,10,36
Daegu,Daegu,2014,11,49
Daegu,Daegu,2014,12,44
Daegu,Daegu,2015,1,54
Daegu,Daegu,2015,2,66
Daegu,Daegu,2015,3,61
Daegu,Daegu,2015,4,42
Daegu,Daegu,2015,5,48
Daegu,Daegu,2015,6,47
Daegu,Daegu,2015,7,34
Daegu,Daegu,2015,8,37
Daegu,Daegu,2015,9,30
Daegu,Daegu,2015,10,43
Daegu,Daegu,2015,11,34
Daegu,Daegu,2015,12,51
Daegu,Daegu,2016,1,49
Daegu,Daegu,2016,2,45
Daegu,Daegu,2016,3,52
Daegu,Daegu,2016,4,60
Daegu,Daegu,2016,5,48
Daegu,Daegu,2016,6,39
Daegu,Daegu,2016,7,29
Daegu,Daegu,2016,8,28
Daegu,Daegu,2016,9,33
Daegu,Daegu,2016,10,35
Daegu,Daegu,2016,11,52*
Daegu,Daegu,2016,12,47
Daegu,Daegu,2017,1,49
Daegu,Daegu,2017,2,41
Daegu,Daegu,2017,3,48
Daegu,Daegu,2017,4,50
Daegu,Daegu,2017,5,53
Daegu,Daegu,2017,6,38
Daegu,Daegu,2017,7,34
Daegu,Daegu,2017,8,24
Daegu,Daegu,2017,9,36*
Daegu,Daegu,2017,10,32*
Daegu,Daegu,2017,11,52
Daegu,Daegu,2017,12,46
Daegu,Daegu,2018,1,47
Daegu,Daegu,2018,2,48
Daegu,Daegu,2018,3,43
Daegu,Daegu,2018,4,56
Daegu,Daegu,2018,5,40
Daegu,Daegu,2018,6,36
Daegu,Daegu,2018,7,27
Daegu,Daegu,2018,8,22
Daegu,Daegu,2018,9,24
Daegu,Daegu,2018,10,32
Daegu,Daegu,2018,11,57
Daegu,Daegu,2018,12,47
Daegu,Daegu,2019,1,57
Daegu,Daegu,2019,2,54
Daegu,Daegu,2019,3,54
Daegu,Daegu,2019,4,40
Daegu,Daegu,2019,5,46
Daegu,Daegu,2019,6,32
Daegu,Daegu,2019,7,26
Daegu,Daegu,2019,8,26
Daegu,Daegu,2019,9,23
Daegu,Daegu,2019,10,27
Daegu,Daegu,2019,11,41
Daegu,Daegu,2019,12,42
Daegu,Daegu,2020,1,37
Daegu,Daegu,2020,2,38
Daegu,Daegu,2020,3,38
Daegu,Daegu,2020,4,39
Daegu,Daegu,2020,5,38
Incheon,Incheon,2011,1,48
Incheon,Incheon,2011,2,79
Incheon,Incheon,2011,3,71
Incheon,Incheon,2011,4,63
Incheon,Incheon,2011,5,84
Incheon,Incheon,2011,6,50
Incheon,Incheon,2011,7,36
Incheon,Incheon,2011,8,36
Incheon,Incheon,2011,9,40
Incheon,Incheon,2011,10,54
Incheon,Incheon,2011,11,49
Incheon,Incheon,2011,12,50
Incheon,Incheon,2012,1,63
Incheon,Incheon,2012,2,56
Incheon,Incheon,2012,3,55
Incheon,Incheon,2012,4,57
Incheon,Incheon,2012,5,64
Incheon,Incheon,2012,6,45
Incheon,Incheon,2012,7,30
Incheon,Incheon,2012,8,28
Incheon,Incheon,2012,9,35
Incheon,Incheon,2012,10,40
Incheon,Incheon,2012,11,49
Incheon,Incheon,2012,12,46
Incheon,Incheon,2013,1,63
Incheon,Incheon,2013,2,50
Incheon,Incheon,2013,3,58
Incheon,Incheon,2013,4,59
Incheon,Incheon,2013,5,60
Incheon,Incheon,2013,6,48
Incheon,Incheon,2013,7,39
Incheon,Incheon,2013,8,40
Incheon,Incheon,2013,9,35
Incheon,Incheon,2013,10,36
Incheon,Incheon,2013,11,46
Incheon,Incheon,2013,12,55
Incheon,Incheon,2014,1,58
Incheon,Incheon,2014,2,58
Incheon,Incheon,2014,3,58
Incheon,Incheon,2014,4,59
Incheon,Incheon,2014,5,67
Incheon,Incheon,2014,6,43
Incheon,Incheon,2014,7,41
Incheon,Incheon,2014,8,34
Incheon,Incheon,2014,9,36
Incheon,Incheon,2014,10,40
Incheon,Incheon,2014,11,47
Incheon,Incheon,2014,12,45
Incheon,Incheon,2015,1,53
Incheon,Incheon,2015,2,84
Incheon,Incheon,2015,3,73
Incheon,Incheon,2015,4,54
Incheon,Incheon,2015,5,52
Incheon,Incheon,2015,6,42
Incheon,Incheon,2015,7,34*
Incheon,Incheon,2015,8,42*
Incheon,Incheon,2015,9,38*
Incheon,Incheon,2015,10,53
Incheon,Incheon,2015,11,41
Incheon,Incheon,2015,12,54
Incheon,Incheon,2016,1,49
Incheon,Incheon,2016,2,46
Incheon,Incheon,2016,3,65
Incheon,Incheon,2016,4,72
Incheon,Incheon,2016,5,58
Incheon,Incheon,2016,6,48
Incheon,Incheon,2016,7,35
Incheon,Incheon,2016,8,37
Incheon,Incheon,2016,9,41
Incheon,Incheon,2016,10,42
Incheon,Incheon,2016,11,55
Incheon,Incheon,2016,12,47
Incheon,Incheon,2017,1,52
Incheon,Incheon,2017,2,47
Incheon,Incheon,2017,3,62
Incheon,Incheon,2017,4,58
Incheon,Incheon,2017,5,63
Incheon,Incheon,2017,6,42
Incheon,Incheon,2017,7,37
Incheon,Incheon,2017,8,27*
Incheon,Incheon,2017,9,38
Incheon,Incheon,2017,10,33
Incheon,Incheon,2017,11,41
Incheon,Incheon,2017,12,45
Incheon,Incheon,2018,1,48
Incheon,Incheon,2018,2,49
Incheon,Incheon,2018,3,49
Incheon,Incheon,2018,4,46
Incheon,Incheon,2018,5,40
Incheon,Incheon,2018,6,34
Incheon,Incheon,2018,7,26
Incheon,Incheon,2018,8,25
Incheon,Incheon,2018,9,24
Incheon,Incheon,2018,10,33
Incheon,Incheon,2018,11,55
Incheon,Incheon,2018,12,45
Incheon,Incheon,2019,1,62
Incheon,Incheon,2019,2,55
Incheon,Incheon,2019,3,67
Incheon,Incheon,2019,4,43
Incheon,Incheon,2019,5,51
Incheon,Incheon,2019,6,29
Incheon,Incheon,2019,7,31
Incheon,Incheon,2019,8,30
Incheon,Incheon,2019,9,28
Incheon,Incheon,2019,10,35
Incheon,Incheon,2019,11,41
Incheon,Incheon,2019,12,40
Incheon,Incheon,2020,1,42
Incheon,Incheon,2020,2,37
Incheon,Incheon,2020,3,41
Incheon,Incheon,2020,4,39
Incheon,Incheon,2020,5,31
Gwangju,Gwangju,2011,1,34
Gwangju,Gwangju,2011,2,60
Gwangju,Gwangju,2011,3,55
Gwangju,Gwangju,2011,4,54
Gwangju,Gwangju,2011,5,67
Gwangju,Gwangju,2011,6,45
Gwangju,Gwangju,2011,7,28
Gwangju,Gwangju,2011,8,27
Gwangju,Gwangju,2011,9,30
Gwangju,Gwangju,2011,10,40
Gwangju,Gwangju,2011,11,38
Gwangju,Gwangju,2011,12,35
Gwangju,Gwangju,2012,1,45
Gwangju,Gwangju,2012,2,40
Gwangju,Gwangju,2012,3,45
Gwangju,Gwangju,2012,4,45
Gwangju,Gwangju,2012,5,56
Gwangju,Gwangju,2012,6,35
Gwangju,Gwangju,2012,7,24
Gwangju,Gwangju,2012,8,22
Gwangju,Gwangju,2012,9,32
Gwangju,Gwangju,2012,10,39
Gwangju,Gwangju,2012,11,43
Gwangju,Gwangju,2012,12,31
Gwangju,Gwangju,2013,1,52
Gwangju,Gwangju,2013,2,40
Gwangju,Gwangju,2013,3,59
Gwangju,Gwangju,2013,4,46
Gwangju,Gwangju,2013,5,57
Gwangju,Gwangju,2013,6,42
Gwangju,Gwangju,2013,7,33
Gwangju,Gwangju,2013,8,32
Gwangju,Gwangju,2013,9,33
Gwangju,Gwangju,2013,10,32
Gwangju,Gwangju,2013,11,39
Gwangju,Gwangju,2013,12,42
Gwangju,Gwangju,2014,1,52
Gwangju,Gwangju,2014,2,46
Gwangju,Gwangju,2014,3,49
Gwangju,Gwangju,2014,4,43
Gwangju,Gwangju,2014,5,64
Gwangju,Gwangju,2014,6,41
Gwangju,Gwangju,2014,7,29
Gwangju,Gwangju,2014,8,32
Gwangju,Gwangju,2014,9,31
Gwangju,Gwangju,2014,10,32
Gwangju,Gwangju,2014,11,37
Gwangju,Gwangju,2014,12,35
Gwangju,Gwangju,2015,1,43
Gwangju,Gwangju,2015,2,59
Gwangju,Gwangju,2015,3,64
Gwangju,Gwangju,2015,4,40
Gwangju,Gwangju,2015,5,41
Gwangju,Gwangju,2015,6,41
Gwangju,Gwangju,2015,7,31*
Gwangju,Gwangju,2015,8,29*
Gwangju,Gwangju,2015,9,25*
Gwangju,Gwangju,2015,10,49*
Gwangju,Gwangju,2015,11,35
Gwangju,Gwangju,2015,12,42
Gwangju,Gwangju,2016,1,39
Gwangju,Gwangju,2016,2,44
Gwangju,Gwangju,2016,3,52
Gwangju,Gwangju,2016,4,64
Gwangju,Gwangju,2016,5,49
Gwangju,Gwangju,2016,6,35
Gwangju,Gwangju,2016,7,23
Gwangju,Gwangju,2016,8,28
Gwangju,Gwangju,2016,9,31
Gwangju,Gwangju,2016,10,32
Gwangju,Gwangju,2016,11,44
Gwangju,Gwangju,2016,12,40
Gwangju,Gwangju,2017,1,47
Gwangju,Gwangju,2017,2,35
Gwangju,Gwangju,2017,3,49
Gwangju,Gwangju,2017,4,54
Gwangju,Gwangju,2017,5,56
Gwangju,Gwangju,2017,6,35
Gwangju,Gwangju,2017,7,24
Gwangju,Gwangju,2017,8,24
Gwangju,Gwangju,2017,9,34
Gwangju,Gwangju,2017,10,33
Gwangju,Gwangju,2017,11,50
Gwangju,Gwangju,2017,12,44
Gwangju,Gwangju,2018,1,45
Gwangju,Gwangju,2018,2,50
Gwangju,Gwangju,2018,3,48
Gwangju,Gwangju,2018,4,56
Gwangju,Gwangju,2018,5,40
Gwangju,Gwangju,2018,6,41
Gwangju,Gwangju,2018,7,26
Gwangju,Gwangju,2018,8,24
Gwangju,Gwangju,2018,9,25
Gwangju,Gwangju,2018,10,34
Gwangju,Gwangju,2018,11,59
Gwangju,Gwangju,2018,12,43
Gwangju,Gwangju,2019,1,53
Gwangju,Gwangju,2019,2,57
Gwangju,Gwangju,2019,3,63
Gwangju,Gwangju,2019,4,43
Gwangju,Gwangju,2019,5,50
Gwangju,Gwangju,2019,6,40
Gwangju,Gwangju,2019,7,29
Gwangju,Gwangju,2019,8,31
Gwangju,Gwangju,2019,9,27
Gwangju,Gwangju,2019,10,35
Gwangju,Gwangju,2019,11,43
Gwangju,Gwangju,2019,12,33
Gwangju,Gwangju,2020,1,36
Gwangju,Gwangju,2020,2,32
Gwangju,Gwangju,2020,3,35
Gwangju,Gwangju,2020,4,38
Gwangju,Gwangju,2020,5,31
Daejeon,Daejeon,2011,1,39
Daejeon,Daejeon,2011,2,63
Daejeon,Daejeon,2011,3,59
Daejeon,Daejeon,2011,4,52
Daejeon,Daejeon,2011,5,67
Daejeon,Daejeon,2011,6,43
Daejeon,Daejeon,2011,7,28
Daejeon,Daejeon,2011,8,25
Daejeon,Daejeon,2011,9,28
Daejeon,Daejeon,2011,10,42
Daejeon,Daejeon,2011,11,40
Daejeon,Daejeon,2011,12,43
Daejeon,Daejeon,2012,1,51
Daejeon,Daejeon,2012,2,45
Daejeon,Daejeon,2012,3,46
Daejeon,Daejeon,2012,4,49
Daejeon,Daejeon,2012,5,53
Daejeon,Daejeon,2012,6,37
Daejeon,Daejeon,2012,7,27
Daejeon,Daejeon,2012,8,19
Daejeon,Daejeon,2012,9,28
Daejeon,Daejeon,2012,10,33
Daejeon,Daejeon,2012,11,44
Daejeon,Daejeon,2012,12,38
Daejeon,Daejeon,2013,1,58
Daejeon,Daejeon,2013,2,47
Daejeon,Daejeon,2013,3,54
Daejeon,Daejeon,2013,4,48
Daejeon,Daejeon,2013,5,53
Daejeon,Daejeon,2013,6,40
